CUSTOMER_ID,NUM_MONTHS_AS_CUSTOMER,LTV,WEEKS_SINCE_LAST_PURCHASE
4066675,50,25550.00,8
4066676,42,14280.00,5
4066677,31,7843.00,9
4066678,33,5676.00,8
4066679,7,1225.00,4
4066680,44,9108.00,12
4066681,24,7200.00,4
4066682,44,20504.00,5
4066683,1,322.00,5
4066684,2,684.00,1
4066685,37,8584.00,3
4066686,22,3520.00,11
4066687,20,11500.00,4
4066688,45,23985.00,10
4066689,23,2415.00,5
4066690,18,9954.00,7
4066691,33,4125.00,3
4066692,14,5712.00,6
4066693,48,24192.00,6
4066694,44,9548.00,9
4066699,16,8240.00,6
4066700,45,10845.00,14
4066701,27,486.00,10
4066702,46,20286.00,4
4066703,49,5047.00,12
4066704,39,21060.00,14
4066695,1,36.00,2
4066696,34,3536.00,14
4066697,30,7140.00,6
4066698,2,722.00,1
4066705,33,594.00,6
4066706,4,380.00,5
4066707,44,17732.00,5
4066708,1,149.00,2
4066709,5,1085.00,5
4066715,32,4608.00,7
4066716,4,1600.00,2
4066717,23,7176.00,11
4066718,48,5952.00,8
4066719,46,9614.00,6
4066710,33,13761.00,10
4066711,31,8711.00,9
4066712,6,2214.00,2
4066713,43,4773.00,9
4066714,15,8190.00,3
4066727,39,20319.00,7
4066728,31,10261.00,13
4066729,30,14430.00,6
4066730,25,3850.00,3
4066731,38,4560.00,14
4066732,37,1184.00,3
4066720,22,4686.00,12
4066721,38,14478.00,4
4066722,30,7320.00,6
4066723,5,1295.00,1
4066733,40,13120.00,9
4066734,19,9139.00,5
4066735,48,22896.00,14
4066736,21,8694.00,12
4066724,7,3318.00,4
4066725,3,288.00,5
4066726,52,20332.00,3
4066737,42,16506.00,5
4066738,11,1782.00,14
4066741,28,7980.00,6
4066742,26,2626.00,9
4066743,37,18019.00,10
4066744,30,7680.00,14
4066739,42,10038.00,7
4066740,10,2350.00,3
4066749,5,2235.00,5
4066750,21,7182.00,3
4066751,28,14896.00,4
4066752,49,6762.00,4
4066753,34,12036.00,9
4066754,22,7788.00,9
4066755,10,210.00,5
4066756,20,9000.00,10
4066757,6,3120.00,2
4066758,4,1332.00,1
4066759,51,4845.00,5
4066745,37,20498.00,11
4066746,1,42.00,1
4066747,35,11095.00,5
4066748,12,1356.00,5
4066760,22,10428.00,11
4066761,45,13860.00,14
4066762,13,1989.00,12
4066763,3,135.00,3
4066764,21,273.00,6
4066765,5,855.00,2
4066766,43,8342.00,12
4066767,10,3370.00,4
4066768,41,533.00,9
4066769,25,13825.00,13
4066770,22,10846.00,9
4066771,20,8440.00,4
4066783,44,14300.00,6
4066784,29,145.00,4
4066785,34,7208.00,5
4066786,7,2422.00,3
4066778,37,21719.00,4
4066779,33,18018.00,7
4066780,49,18620.00,7
4066781,20,320.00,8
4066782,23,6624.00,14
4066772,13,2665.00,7
4066773,32,8544.00,12
4066774,2,874.00,3
4066775,52,11752.00,12
4066776,22,5456.00,5
4066777,32,5472.00,3
4066787,33,14949.00,6
4066788,24,6288.00,6
4066789,35,7630.00,9
4066790,24,1608.00,8
4066791,42,14616.00,8
4066792,14,5418.00,9
4066793,18,9972.00,9
4066794,19,4978.00,9
4066795,45,10485.00,3
4066796,42,10164.00,6
4066800,20,5160.00,5
4066801,24,8136.00,14
4066802,4,1980.00,1
4066803,7,2100.00,2
4066797,14,378.00,3
4066798,17,1564.00,12
4066799,10,2110.00,1
4066804,42,6762.00,10
4066805,47,21855.00,5
4066806,12,4356.00,14
4066807,33,9273.00,14
4066808,22,10208.00,14
4066809,8,392.00,1
4066810,30,12000.00,5
4066811,8,192.00,4
4066812,12,1920.00,13
4066813,27,12069.00,6
4066814,51,8568.00,5
4066815,46,26404.00,12
4066816,8,1448.00,1
4066817,9,504.00,2
4066818,22,3102.00,13
4066819,25,5625.00,12
4066820,47,20868.00,9
4066821,17,4675.00,3
4066822,52,936.00,4
4066823,45,26325.00,7
4066824,22,12364.00,6
4066825,38,13072.00,6
4066826,13,1443.00,4
4066827,36,15948.00,4
4066828,6,3132.00,2
4066829,14,252.00,6
4066830,28,14700.00,10
4066831,21,1239.00,14
4066832,48,27264.00,6
4066837,50,13650.00,3
4066838,3,822.00,5
4066839,44,19536.00,12
4066840,9,864.00,3
4066833,5,1615.00,5
4066834,7,3017.00,1
4066835,27,6021.00,11
4066836,51,6681.00,8
4066841,3,837.00,3
4066842,3,654.00,4
4066843,12,6648.00,3
4066844,21,10668.00,10
4066845,14,3612.00,5
4066846,25,9075.00,3
4066847,19,1121.00,11
4066848,23,12972.00,8
4066849,35,17220.00,8
4066850,20,11440.00,14
4066851,36,14904.00,13
4066852,29,14877.00,8
4066853,33,16038.00,11
4066854,6,3186.00,1
4066855,9,3474.00,3
4066858,19,3629.00,6
4066859,39,22308.00,14
4066860,23,10166.00,14
4066861,37,15688.00,11
4066862,42,9744.00,9
4066863,10,900.00,4
4066864,32,11936.00,8
4066856,46,13340.00,3
4066857,44,13244.00,7
4066865,52,14976.00,12
4066866,32,4640.00,14
4066867,3,1401.00,1
4066868,6,1944.00,4
4066869,51,4080.00,3
4066870,4,508.00,5
4066871,35,16625.00,3
4066872,11,3674.00,8
4066873,38,18354.00,4
4066874,17,8075.00,11
4066875,41,23124.00,6
4066876,10,5400.00,1
4066877,26,11778.00,10
4066878,50,16850.00,9
4066879,15,1275.00,11
4066880,15,300.00,8
4066881,24,3168.00,6
4066882,28,12656.00,10
4066883,25,2000.00,4
4066884,6,1452.00,1
4066885,40,560.00,6
4066886,40,5120.00,5
4066887,3,375.00,2
4066888,39,21840.00,11
4066889,47,26508.00,7
4066890,21,7140.00,13
4066891,49,22442.00,3
4066892,17,1292.00,14
4066893,50,9650.00,4
4066898,51,27183.00,11
4066899,8,2648.00,3
4066900,30,960.00,4
4066901,16,8800.00,11
4066902,28,12096.00,9
4066903,20,3180.00,14
4066904,37,1591.00,8
4066905,22,2310.00,4
4066906,13,6656.00,13
4066894,2,1076.00,1
4066895,3,1764.00,4
4066896,40,2320.00,5
4066897,7,2387.00,3
4066907,16,9168.00,5
4066908,37,17575.00,6
4066909,25,4050.00,6
4066910,46,20378.00,13
4066911,28,4788.00,10
4066912,3,180.00,2
4066913,16,2976.00,12
4066914,46,7360.00,8
4066915,21,3318.00,4
4066916,52,16068.00,10
4066917,1,68.00,3
4066918,48,21024.00,11
4066919,48,6672.00,9
4066920,23,11201.00,13
4066921,3,1149.00,3
4066922,21,6027.00,12
4066923,46,24242.00,8
4066924,46,1150.00,8
4066925,5,2845.00,2
4066928,26,8970.00,9
4066929,33,15873.00,13
4066930,44,1716.00,6
4066931,15,1350.00,9
4066926,39,16302.00,3
4066927,32,9600.00,4
4066932,37,15170.00,9
4066933,8,2808.00,4
4066934,17,3723.00,4
4066935,5,440.00,1
4066936,50,27200.00,10
4066937,31,10664.00,10
4066938,52,3536.00,6
4066939,30,4380.00,13
4066940,37,5328.00,11
4066941,5,540.00,4
4066942,14,2996.00,12
4066943,13,4576.00,13
4066947,25,7875.00,5
4066948,17,7973.00,5
4066949,17,4012.00,11
4066950,31,11842.00,3
4066951,14,770.00,11
4066952,39,7488.00,13
4066953,24,3624.00,7
4066944,44,704.00,4
4066945,4,408.00,3
4066946,50,17400.00,4
4066954,30,2850.00,4
4066955,30,6210.00,9
4066956,15,5010.00,9
4066957,16,832.00,13
4066958,36,11772.00,9
4066959,50,17950.00,13
4066960,52,18408.00,10
4066961,4,592.00,5
4066962,37,11581.00,4
4066963,13,2158.00,4
4066964,27,864.00,6
4066965,40,9040.00,4
4066966,30,1110.00,4
4066967,41,3977.00,8
4066971,21,6867.00,13
4066972,19,2166.00,8
4066973,26,4186.00,3
4066974,35,7035.00,4
4066975,36,2808.00,11
4066976,28,4536.00,6
4066977,49,17052.00,9
4066978,6,3474.00,1
4066979,13,4888.00,12
4066980,21,4284.00,12
4066981,51,15657.00,7
4066982,32,14848.00,6
4066983,41,2870.00,11
4066984,34,18428.00,7
4066985,31,7998.00,14
4066986,33,12441.00,5
4066987,34,2890.00,11
4066988,21,2352.00,12
4066989,11,5522.00,13
4066990,41,19229.00,10
4066991,15,5400.00,3
4066992,11,1661.00,7
4066993,3,375.00,2
4066994,19,2508.00,8
4066995,40,13160.00,3
4066996,11,3971.00,3
4066997,44,10736.00,7
4066998,19,10070.00,13
4066999,30,16830.00,8
4067000,4,1460.00,3
4067001,12,192.00,13
4067002,30,17460.00,6
4067003,34,14824.00,13
4067004,1,4.00,1
4067005,28,3304.00,8
4067006,22,4290.00,12
4067007,9,3618.00,1
4067008,6,3432.00,1
4067009,3,408.00,2
4067010,6,1566.00,1
4067011,45,945.00,12
4067012,42,5712.00,4
4067013,35,17185.00,10
4067014,14,3458.00,3
4067015,33,8217.00,14
4067016,6,1320.00,2
4067017,19,1159.00,8
4067018,51,5763.00,14
4067019,28,13244.00,13
4067020,16,3808.00,13
4067021,19,4199.00,12
4067022,26,9074.00,8
4067023,48,22224.00,14
4066968,18,8712.00,7
4066969,40,5040.00,11
4066970,27,3699.00,6
4067024,12,1392.00,5
4067025,11,4048.00,6
4067026,3,1695.00,3
4067027,27,10206.00,10
4067028,40,4920.00,9
4067029,38,16948.00,9
4067030,15,3570.00,5
4067031,38,10298.00,9
4067032,49,1568.00,6
4067033,32,1696.00,8
4067034,13,3185.00,9
4067035,49,7203.00,6
4067036,23,10557.00,11
4067037,22,8712.00,13
4067038,37,12136.00,14
4067039,19,5890.00,9
4067040,41,7421.00,5
4067041,7,826.00,1
4067042,36,1008.00,6
4067043,41,24067.00,14
4067044,39,12909.00,6
4067045,47,20492.00,13
4067046,19,6783.00,12
4067047,46,10350.00,8
4067048,30,5580.00,13
4067049,15,5925.00,4
4067050,33,5676.00,4
4067051,35,7525.00,13
4067052,16,8416.00,3
4067053,24,5424.00,14
4067054,23,6578.00,10
4067055,27,1620.00,13
4067056,3,1587.00,2
4067057,41,16318.00,11
4067058,40,22440.00,10
4067059,12,2448.00,7
4067060,13,5018.00,13
4067061,46,3818.00,5
4067062,15,8385.00,14
4067065,49,24402.00,14
4067066,32,1952.00,4
4067067,49,15631.00,9
4067068,41,3854.00,11
4067069,27,12231.00,6
4067063,9,3060.00,4
4067064,37,7289.00,11
4067070,4,1076.00,1
4067071,14,644.00,9
4067072,39,20592.00,4
4067073,24,8352.00,8
4067074,42,6594.00,11
4067075,16,4512.00,7
4067076,41,24026.00,10
4067077,8,1608.00,3
4067078,45,14625.00,7
4067079,22,3894.00,8
4067080,28,6440.00,9
4067081,15,780.00,4
4067082,16,3856.00,9
4067083,13,6357.00,6
4067084,29,11252.00,3
4067085,50,13750.00,3
4067086,14,3878.00,8
4067092,9,225.00,4
4067093,51,6171.00,9
4067094,52,12116.00,4
4067095,48,10704.00,3
4067096,22,4136.00,13
4067097,26,7384.00,6
4067098,22,9988.00,11
4067099,28,14000.00,6
4067087,8,3792.00,1
4067088,42,3360.00,9
4067089,20,9560.00,6
4067090,29,16733.00,5
4067091,39,4134.00,10
4067108,37,8140.00,9
4067109,25,4600.00,11
4067110,24,11280.00,10
4067111,47,5452.00,9
4067112,25,3700.00,13
4067104,42,17304.00,6
4067105,27,2754.00,12
4067106,25,4500.00,12
4067107,16,4864.00,7
4067115,27,10017.00,9
4067116,6,2556.00,3
4067117,36,9576.00,11
4067118,47,27683.00,6
4067119,32,15712.00,5
4067120,29,8381.00,3
4067121,16,8256.00,13
4067122,52,22100.00,7
4067123,35,10815.00,3
4067124,19,6954.00,4
4067113,26,1664.00,13
4067114,31,961.00,9
4067125,47,4136.00,12
4067126,23,9453.00,13
4067127,11,3014.00,5
4067128,28,12348.00,13
4067129,10,2100.00,3
4067130,29,13282.00,8
4067131,33,10263.00,5
4067132,12,5940.00,10
4067133,50,7300.00,4
4067134,38,13414.00,14
4067135,46,14674.00,7
4067136,15,6210.00,13
4067137,21,5523.00,12
4067100,47,1880.00,5
4067101,35,9940.00,5
4067102,21,2352.00,8
4067103,33,7788.00,7
4067138,28,6776.00,3
4067139,22,8844.00,3
4067140,9,4806.00,3
4067141,35,7595.00,9
4067142,41,6601.00,7
4067143,50,1850.00,14
4067144,30,6060.00,6
4067145,6,3072.00,5
4067146,9,1197.00,3
4067147,33,16929.00,7
4067148,37,18870.00,10
4067149,46,3542.00,4
4067150,20,1960.00,8
4067151,26,8502.00,3
4067152,17,3145.00,9
4067153,10,4580.00,1
4067154,42,10164.00,6
4067155,52,20332.00,6
4067156,25,3100.00,7
4067157,27,8802.00,6
4067158,34,4454.00,4
4067159,14,1232.00,10
4067160,9,2421.00,1
4067161,39,20436.00,3
4067162,45,25920.00,6
4067163,20,2000.00,12
4067164,34,14484.00,5
4067165,22,5236.00,8
4067166,47,6204.00,5
4067167,9,2664.00,3
4067168,50,16850.00,4
4067169,48,336.00,10
4067170,34,5236.00,12
4067171,46,2254.00,11
4067172,11,5764.00,12
4067173,46,184.00,7
4067174,44,4048.00,3
4067175,8,2840.00,5
4067176,17,153.00,10
4067177,36,18072.00,12
4067178,14,3654.00,8
4067179,20,2860.00,12
4067180,4,1208.00,1
4067181,29,7366.00,10
4067182,17,935.00,6
4067183,9,2367.00,5
4067184,33,10824.00,5
4067189,20,7180.00,9
4067190,52,24596.00,13
4067191,40,9800.00,6
4067192,16,3184.00,11
4067193,7,2142.00,1
4067185,49,1029.00,12
4067186,13,3263.00,6
4067187,44,1892.00,11
4067188,20,6540.00,7
4067194,46,18584.00,10
4067195,46,8326.00,5
4067196,47,22137.00,3
4067197,7,1071.00,3
4067198,15,7515.00,14
4067199,21,6384.00,8
4067207,43,4601.00,8
4067208,13,3120.00,4
4067209,29,9193.00,5
4067210,37,21608.00,11
4067211,3,498.00,2
4067212,3,603.00,3
4067213,30,14550.00,3
4067214,31,10819.00,13
4067215,50,14400.00,11
4067216,51,9537.00,10
4067217,17,5967.00,8
4067218,7,1190.00,4
4067219,47,12314.00,3
4067220,43,22403.00,7
4067221,38,9272.00,13
4067203,42,12054.00,8
4067204,29,1073.00,6
4067205,51,20247.00,12
4067206,33,198.00,12
4067222,30,12540.00,5
4067223,46,17250.00,10
4067224,9,3546.00,4
4067200,24,3552.00,5
4067201,38,14478.00,13
4067202,50,6450.00,7
4067225,50,3450.00,14
4067226,13,3679.00,10
4067227,11,561.00,10
4067228,30,6780.00,11
4067229,21,4137.00,6
4067230,30,9180.00,8
4067231,2,546.00,4
4067232,30,15090.00,5
4067235,10,2400.00,3
4067236,16,7056.00,13
4067237,22,12232.00,3
4067238,21,5061.00,11
4067239,45,11070.00,11
4067233,43,4429.00,8
4067234,47,17437.00,7
4067242,13,6266.00,5
4067243,18,1224.00,14
4067244,35,9555.00,9
4067245,5,780.00,5
4067246,28,13160.00,13
4067247,39,4797.00,11
4067248,48,18720.00,3
4067249,23,2070.00,3
4067240,23,1127.00,4
4067241,2,256.00,1
4067250,13,2015.00,11
4067251,24,2472.00,4
4067252,13,1495.00,10
4067255,24,10056.00,14
4067256,28,2688.00,5
4067257,5,2350.00,2
4067258,23,9545.00,10
4067259,10,390.00,5
4067253,22,2090.00,14
4067254,41,17056.00,14
4067260,51,3315.00,13
4067261,15,2505.00,6
4067262,18,4356.00,12
4067263,10,1070.00,3
4067264,28,14756.00,6
4067265,2,434.00,5
4067266,35,10465.00,12
4067267,13,5772.00,13
4067268,13,6136.00,12
4067269,11,4345.00,12
4067270,32,13312.00,7
4067271,12,4872.00,9
4067272,33,11451.00,9
4067273,3,156.00,2
4067277,45,3600.00,11
4067278,30,12210.00,5
4067279,21,3780.00,8
4067280,19,6422.00,11
4067281,37,14023.00,3
4067285,36,324.00,9
4067286,48,10416.00,5
4067287,1,254.00,1
4067288,3,810.00,3
4067289,19,4940.00,3
4067290,8,2168.00,3
4067282,8,4296.00,5
4067283,29,10382.00,7
4067284,7,4018.00,3
4067291,34,13770.00,4
4067292,29,5626.00,6
4067293,32,12320.00,10
4067294,14,7490.00,13
4067295,40,3800.00,6
4067296,4,1008.00,5
4067297,3,354.00,4
4067274,11,5731.00,9
4067275,52,21320.00,12
4067276,31,1302.00,14
4067298,52,5460.00,7
4067299,12,300.00,5
4067300,38,2470.00,8
4067301,48,9456.00,10
4067302,47,27636.00,5
4067303,36,13896.00,14
4067304,31,2046.00,11
4067305,43,25327.00,10
4067306,35,4515.00,6
4067307,37,20387.00,10
4067308,33,14718.00,5
4067311,46,2806.00,6
4067312,8,2032.00,5
4067313,37,7918.00,11
4067314,9,4932.00,5
4067309,35,9450.00,4
4067310,41,22140.00,7
4067319,26,12272.00,12
4067320,38,6992.00,8
4067321,25,9275.00,8
4067315,40,13280.00,10
4067316,38,1178.00,5
4067317,25,14700.00,8
4067318,8,1464.00,1
4067326,32,7072.00,11
4067327,15,5670.00,13
4067328,42,21882.00,8
4067329,39,8190.00,3
4067330,49,5047.00,7
4067331,46,24472.00,12
4067322,21,7917.00,6
4067323,23,11178.00,14
4067324,8,3720.00,4
4067325,32,18400.00,13
4067332,45,6840.00,13
4067333,35,1680.00,14
4067334,30,6660.00,14
4067335,5,355.00,3
4067336,49,25480.00,8
4067337,26,11206.00,4
4067338,2,380.00,5
4067339,27,486.00,7
4067340,4,1812.00,5
4067341,8,2584.00,3
4067342,37,13542.00,14
4067343,27,918.00,7
4067344,22,858.00,11
4067345,25,9275.00,12
4067346,40,10040.00,13
4067347,46,2162.00,6
4067348,37,7548.00,13
4067349,44,2068.00,4
4067350,30,16500.00,7
4067351,31,10726.00,3
4067352,5,2175.00,3
4067353,16,1968.00,6
4067354,5,2350.00,2
4067358,39,624.00,9
4067359,12,4620.00,13
4067360,28,12152.00,13
4067361,14,5082.00,5
4067355,44,16764.00,8
4067356,8,1136.00,1
4067357,17,8585.00,7
4067362,42,5124.00,14
4067363,34,6324.00,4
4067364,42,22050.00,8
4067365,9,4878.00,2
4067369,42,20790.00,13
4067370,46,11040.00,4
4067371,31,5580.00,14
4067372,52,20904.00,9
4067366,22,9856.00,9
4067367,2,852.00,1
4067368,25,10900.00,12
4067373,28,4648.00,7
4067374,33,16335.00,13
4067375,24,8664.00,6
4067379,34,11968.00,3
4067380,5,2815.00,4
4067381,20,6020.00,13
4067382,8,3528.00,5
4067383,26,6474.00,13
4067384,7,1484.00,3
4067385,42,15624.00,9
4067386,22,110.00,7
4067387,33,1683.00,8
4067388,43,14061.00,3
4067389,51,9945.00,11
4067390,52,16640.00,4
4067391,43,24338.00,8
4067392,45,11565.00,12
4067393,45,11475.00,7
4067394,6,2946.00,5
4067395,17,5287.00,3
4067396,39,20748.00,9
4067400,50,15000.00,8
4067401,20,7320.00,13
4067402,7,210.00,5
4067403,33,7260.00,12
4067404,30,5040.00,4
4067405,18,9360.00,14
4067406,22,7876.00,14
4067397,28,7840.00,3
4067398,22,7018.00,4
4067399,46,22816.00,12
4067376,2,128.00,3
4067377,42,11928.00,14
4067378,23,6647.00,7
4067410,1,340.00,5
4067411,32,8032.00,5
4067412,7,3612.00,2
4067413,36,20700.00,13
4067407,31,6572.00,9
4067408,43,11954.00,10
4067409,14,6076.00,12
4067414,26,13390.00,4
4067415,11,6468.00,6
4067416,16,3616.00,13
4067417,14,378.00,11
4067418,12,2664.00,5
4067419,31,8928.00,7
4067420,28,13132.00,4
4067421,21,10185.00,7
4067422,39,429.00,5
4067423,5,2870.00,3
4067424,47,19458.00,4
4067425,48,2736.00,10
4067426,35,13825.00,10
4067427,46,21804.00,14
4067428,34,1258.00,14
4067435,19,9253.00,3
4067436,23,12236.00,6
4067437,1,290.00,5
4067438,27,1431.00,13
4067439,10,5160.00,1
4067440,28,9324.00,11
4067441,51,24939.00,9
4067429,49,23373.00,10
4067430,21,7623.00,5
4067431,49,21315.00,11
4067432,41,2665.00,13
4067433,4,648.00,1
4067434,12,1740.00,11
4067442,13,5343.00,13
4067443,21,1512.00,14
4067444,26,8190.00,9
4067445,1,98.00,1
4067446,40,18080.00,12
4067447,41,4920.00,3
4067448,33,9339.00,10
4067449,30,9960.00,4
4067450,35,14490.00,11
4067451,2,780.00,2
4067452,21,3108.00,10
4067453,28,6300.00,9
4067454,9,2025.00,1
4067455,35,2170.00,5
4067456,5,55.00,3
4067457,51,2193.00,5
4067458,4,1092.00,2
4067459,35,17920.00,14
4067460,9,3951.00,2
4067461,46,6256.00,10
4067462,30,15990.00,14
4067463,26,8086.00,12
4067464,29,9135.00,5
4067465,25,14475.00,8
4067466,14,952.00,14
4067467,25,8550.00,13
4067468,29,986.00,8
4067469,51,4233.00,7
4067470,9,4203.00,3
4067471,40,19920.00,14
4067472,17,7055.00,8
4067473,15,5055.00,13
4067474,17,6256.00,6
4067475,18,8712.00,9
4067476,18,666.00,14
4067477,6,156.00,4
4067478,48,2976.00,3
4067479,36,1908.00,5
4067480,7,1218.00,2
4067481,45,13905.00,3
4067482,15,300.00,7
4067483,51,9537.00,12
4067484,28,6160.00,13
4067485,46,14398.00,6
4067486,46,14720.00,8
4067487,31,13423.00,5
4067492,48,25824.00,7
4067493,14,2856.00,7
4067494,34,12036.00,3
4067495,19,10279.00,7
4067496,34,16558.00,6
4067497,48,27024.00,14
4067498,6,1560.00,1
4067499,16,6544.00,3
4067500,26,14534.00,10
4067501,21,8043.00,9
4067502,23,7475.00,8
4067503,4,1176.00,4
4067504,20,3180.00,9
4067505,7,1904.00,1
4067506,45,10125.00,5
4067488,46,230.00,5
4067489,46,10810.00,8
4067490,2,628.00,5
4067491,13,728.00,6
4067507,22,12342.00,10
4067508,32,8672.00,10
4067509,23,3565.00,14
4067510,1,252.00,1
4067511,12,1128.00,11
4067512,52,19812.00,7
4067513,31,7161.00,7
4067514,33,16929.00,8
4067515,28,5824.00,13
4067516,29,4901.00,14
4067517,13,5551.00,7
4067518,27,2187.00,12
4067519,8,568.00,2
4067520,9,2313.00,4
4067521,4,2184.00,3
4067522,39,3822.00,8
4067523,35,8715.00,13
4067524,38,13452.00,6
4067525,51,29427.00,12
4067526,31,14229.00,9
4067527,6,1386.00,3
4067528,30,8850.00,8
4067529,35,3465.00,7
4067530,40,7480.00,4
4067531,23,11408.00,11
4067532,40,8440.00,6
4067533,22,2068.00,12
4067534,1,301.00,5
4067535,39,16731.00,11
4067536,27,10476.00,13
4067537,43,17501.00,7
4067538,2,400.00,4
4067539,52,2756.00,4
4067540,22,11616.00,8
4067541,39,10920.00,6
4067542,18,3816.00,13
7645335,42,8526.00,11
7645336,10,2040.00,4
7645337,44,13288.00,6
4069976,28,10500.00,4
4069977,46,20746.00,12
4069978,7,2261.00,2
4069979,38,17404.00,7
4069980,18,3132.00,8
4069981,1,411.00,3
4069982,21,10416.00,9
4069983,30,3510.00,10
4069984,13,1898.00,14
4069985,22,9262.00,7
4069986,11,5588.00,11
4069987,51,7905.00,7
4069988,45,20475.00,13
7645328,10,1450.00,4
7645329,19,7961.00,7
7645330,10,1130.00,1
7645331,35,2520.00,10
7645332,1,163.00,4
7645333,23,2461.00,6
7645334,29,7424.00,6
7645327,37,10323.00,11
7645340,35,14315.00,12
7645341,25,2725.00,14
7645342,32,9600.00,6
7645350,15,2580.00,6
7645351,4,1216.00,4
7645352,28,5712.00,13
7645353,20,7200.00,4
7645354,25,2150.00,5
7645338,27,10638.00,14
7645339,41,12259.00,9
7645355,51,4794.00,13
7645348,2,1130.00,5
7645349,8,1640.00,4
7645343,42,18774.00,14
7645344,4,1084.00,1
7645345,15,6825.00,7
7645346,22,10934.00,14
7645347,21,6468.00,9
7645356,44,25872.00,4
7645357,38,19304.00,14
7645358,10,4500.00,4
7645359,3,153.00,4
7645360,10,2310.00,1
7645363,52,16016.00,14
7645364,8,4280.00,1
7645365,14,7714.00,8
7645372,37,20313.00,7
7645373,17,4301.00,7
7645374,48,19584.00,12
7645375,28,4816.00,13
7645376,51,24939.00,4
7645361,14,756.00,3
7645362,46,26036.00,7
7645377,1,49.00,5
7645378,17,5763.00,7
7645379,17,5950.00,7
7645370,45,3555.00,8
7645371,22,11330.00,8
7645366,18,6984.00,14
7645367,21,5901.00,14
7645368,50,5250.00,3
7645369,26,2184.00,8
7645380,21,10290.00,9
7645381,29,5452.00,6
7645382,27,9801.00,5
7645383,7,1729.00,2
7645384,17,3315.00,4
7645385,8,1584.00,2
7645386,29,14268.00,7
7645387,42,3150.00,4
7645388,25,700.00,11
7645389,33,2310.00,8
7645390,40,4280.00,9
7645391,28,13608.00,4
7645392,22,6600.00,13
7645397,37,7178.00,14
7645398,45,2790.00,13
7645399,14,448.00,6
7645400,43,14835.00,10
7645393,4,432.00,4
7645394,11,1947.00,3
7645395,42,22680.00,13
7645401,29,3422.00,12
7645402,28,3472.00,3
7645403,10,510.00,5
7645404,3,249.00,3
7645405,14,938.00,11
7645396,27,14310.00,4
7645406,28,9408.00,6
7645407,24,3000.00,12
7645408,33,13332.00,7
7645409,46,15134.00,6
7645410,15,720.00,8
7645411,26,14924.00,14
7645412,39,19071.00,11
7645413,22,11044.00,12
7645414,32,768.00,11
7645415,49,1274.00,3
7645416,37,17908.00,4
7645417,2,426.00,3
7645418,10,500.00,4
7645419,47,26226.00,6
7645420,1,294.00,5
7645421,37,12876.00,4
7645424,10,2710.00,2
7645425,31,7688.00,13
7645426,26,6682.00,12
7645422,42,21546.00,6
7645423,34,17850.00,8
7645427,38,9120.00,10
7645428,13,7618.00,12
7645429,44,19580.00,5
7645430,23,12466.00,4
7645431,5,605.00,3
7645432,33,17325.00,7
7645433,31,8587.00,14
7645434,28,7364.00,3
7645435,14,2786.00,12
7645436,2,828.00,4
7645437,2,468.00,5
7645438,15,5115.00,13
7645439,31,9486.00,8
7645440,41,2911.00,10
7645441,11,2706.00,6
7645442,34,3774.00,8
7645443,21,6720.00,13
7645444,6,168.00,2
7645445,25,7150.00,13
7645446,2,530.00,3
7645447,52,15912.00,13
7645448,37,12765.00,13
7645449,7,3045.00,4
7645450,29,10237.00,4
7645451,41,14432.00,11
7645452,2,1024.00,3
7645453,49,490.00,4
7645454,50,15150.00,11
7645455,27,14094.00,10
7645456,47,2256.00,13
7645457,51,19941.00,9
7645458,42,6006.00,5
7645459,34,884.00,12
7645460,10,3590.00,1
7645461,8,912.00,2
7645462,14,4844.00,13
7645463,2,810.00,5
7645464,13,1911.00,4
7645465,26,4498.00,3
7645466,13,6734.00,14
7645470,16,5776.00,10
7645471,22,4004.00,6
7645472,33,11319.00,12
7645467,37,14541.00,11
7645468,48,13248.00,7
7645469,37,5698.00,9
7645473,3,816.00,1
7645474,33,10956.00,5
7645475,37,10841.00,6
7645476,42,336.00,3
7645477,4,572.00,3
7645478,15,6765.00,5
7645479,41,17466.00,9
7645480,26,1118.00,8
7645481,35,20265.00,4
7645482,28,12264.00,12
7645483,38,19114.00,4
7645484,11,792.00,7
7645485,22,2266.00,8
7645486,17,4199.00,7
7645487,44,2948.00,4
7645488,38,1938.00,10
7645489,48,20352.00,5
7645490,10,4680.00,1
7645491,5,385.00,1
7645492,10,3770.00,2
7645493,1,388.00,5
7645494,29,5771.00,3
7645495,51,1326.00,3
7645496,30,5070.00,6
7645497,22,1694.00,11
7645498,4,1208.00,3
7645499,12,6264.00,12
7645500,45,12780.00,11
7645501,42,7770.00,3
7645502,11,6303.00,13
7645503,46,13984.00,5
7645504,39,1716.00,6
7645505,34,6052.00,12
7645506,8,2104.00,4
7645507,13,1586.00,11
7645508,2,272.00,2
7645509,15,7620.00,3
7645510,46,25162.00,13
7645511,31,6820.00,3
7645512,30,6360.00,12
7645513,7,2548.00,4
7645514,50,5650.00,12
7645515,42,20622.00,3
7645516,40,720.00,5
7645517,33,1155.00,7
7645518,3,738.00,3
7645519,23,3611.00,10
7645520,47,20257.00,6
7645521,27,8127.00,10
7645522,15,8160.00,5
7645523,45,18090.00,12
7645527,50,14850.00,5
7645528,18,1926.00,14
7645529,29,5220.00,13
7645530,15,510.00,9
7645524,44,17600.00,10
