RECORD_METADATA,CUSTOMER_ID,CALL_DURATION_MINUTES,CALL_ID,SENTIMENT
"{
  ""CreateTime"": 1687906312925,
  ""offset"": 7211,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065351,16,11115133,0.64
"{
  ""CreateTime"": 1687906313927,
  ""offset"": 7212,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065351,6,11115136,0.84
"{
  ""CreateTime"": 1687906314928,
  ""offset"": 7213,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065351,30,11115134,0.11
"{
  ""CreateTime"": 1687906345983,
  ""offset"": 7244,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065360,32,11115164,-1.00
"{
  ""CreateTime"": 1687906346985,
  ""offset"": 7245,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065361,15,11115168,-0.37
"{
  ""CreateTime"": 1687906347986,
  ""offset"": 7246,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065361,10,11115167,0.80
"{
  ""CreateTime"": 1687906348988,
  ""offset"": 7247,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065362,15,11115170,0.97
"{
  ""CreateTime"": 1687906349990,
  ""offset"": 7248,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065362,8,11115169,0.83
"{
  ""CreateTime"": 1687906350992,
  ""offset"": 7249,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065363,8,11115171,0.05
"{
  ""CreateTime"": 1687906351994,
  ""offset"": 7250,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065364,8,11115172,0.51
"{
  ""CreateTime"": 1687906352995,
  ""offset"": 7251,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065364,30,11115173,-0.33
"{
  ""CreateTime"": 1687906353997,
  ""offset"": 7252,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065364,30,11115174,0.97
"{
  ""CreateTime"": 1687906354999,
  ""offset"": 7253,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065365,3,11115176,0.38
"{
  ""CreateTime"": 1687906356001,
  ""offset"": 7254,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065365,30,11115175,-0.53
"{
  ""CreateTime"": 1687906357002,
  ""offset"": 7255,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065366,15,11115177,-0.70
"{
  ""CreateTime"": 1687906358004,
  ""offset"": 7256,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065367,24,11115178,-0.60
"{
  ""CreateTime"": 1687906359005,
  ""offset"": 7257,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065367,3,11115180,0.41
"{
  ""CreateTime"": 1687906360006,
  ""offset"": 7258,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065367,10,11115179,0.74
"{
  ""CreateTime"": 1687906361007,
  ""offset"": 7259,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065368,15,11115183,0.26
"{
  ""CreateTime"": 1687906362009,
  ""offset"": 7260,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065368,10,11115182,0.22
"{
  ""CreateTime"": 1687906363011,
  ""offset"": 7261,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065368,3,11115184,0.34
"{
  ""CreateTime"": 1687906364013,
  ""offset"": 7262,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065368,8,11115181,-0.33
"{
  ""CreateTime"": 1687906365015,
  ""offset"": 7263,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065369,30,11115186,-0.90
"{
  ""CreateTime"": 1687906376035,
  ""offset"": 7274,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065371,3,11115196,-0.80
"{
  ""CreateTime"": 1687906377038,
  ""offset"": 7275,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065372,15,11115197,-0.63
"{
  ""CreateTime"": 1687906378040,
  ""offset"": 7276,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065373,8,11115198,0.40
"{
  ""CreateTime"": 1687906379042,
  ""offset"": 7277,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065374,60,11115201,0.22
"{
  ""CreateTime"": 1687906380044,
  ""offset"": 7278,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065374,3,11115203,-0.15
"{
  ""CreateTime"": 1687906381046,
  ""offset"": 7279,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065374,4,11115202,-0.45
"{
  ""CreateTime"": 1687906382048,
  ""offset"": 7280,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065374,8,11115199,-0.07
"{
  ""CreateTime"": 1687906383050,
  ""offset"": 7281,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065374,20,11115200,0.76
"{
  ""CreateTime"": 1687906384052,
  ""offset"": 7282,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065375,15,11115205,0.95
"{
  ""CreateTime"": 1687906385054,
  ""offset"": 7283,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065375,10,11115204,-0.19
"{
  ""CreateTime"": 1687906386055,
  ""offset"": 7284,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065376,30,11115206,-0.54
"{
  ""CreateTime"": 1687906387057,
  ""offset"": 7285,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065376,3,11115207,-0.39
"{
  ""CreateTime"": 1687906388060,
  ""offset"": 7286,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065377,8,11115208,-0.68
"{
  ""CreateTime"": 1687906389062,
  ""offset"": 7287,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065377,20,11115209,-0.97
"{
  ""CreateTime"": 1687906390064,
  ""offset"": 7288,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065378,24,11115210,-0.09
"{
  ""CreateTime"": 1687906391066,
  ""offset"": 7289,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065378,30,11115211,-1.00
"{
  ""CreateTime"": 1687906392068,
  ""offset"": 7290,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065379,20,11115213,-0.39
"{
  ""CreateTime"": 1687906393070,
  ""offset"": 7291,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065379,2,11115214,-0.08
"{
  ""CreateTime"": 1687906394072,
  ""offset"": 7292,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065379,16,11115212,0.79
"{
  ""CreateTime"": 1687906395073,
  ""offset"": 7293,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065379,3,11115215,-0.53
"{
  ""CreateTime"": 1687906396075,
  ""offset"": 7294,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065380,16,11115216,0.25
"{
  ""CreateTime"": 1687906397077,
  ""offset"": 7295,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065380,3,11115218,0.51
"{
  ""CreateTime"": 1687906398079,
  ""offset"": 7296,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065380,20,11115217,-0.10
"{
  ""CreateTime"": 1687906399081,
  ""offset"": 7297,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065381,10,11115219,0.57
"{
  ""CreateTime"": 1687906400083,
  ""offset"": 7298,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065382,15,11115220,-0.30
"{
  ""CreateTime"": 1687906401084,
  ""offset"": 7299,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065383,8,11115221,-0.95
"{
  ""CreateTime"": 1687906402085,
  ""offset"": 7300,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065383,15,11115223,-0.21
"{
  ""CreateTime"": 1687906403086,
  ""offset"": 7301,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065383,10,11115222,1.00
"{
  ""CreateTime"": 1687906404088,
  ""offset"": 7302,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065384,15,11115224,0.72
"{
  ""CreateTime"": 1687906405089,
  ""offset"": 7303,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065385,20,11115225,0.90
"{
  ""CreateTime"": 1687906406091,
  ""offset"": 7304,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065386,10,11115226,0.01
"{
  ""CreateTime"": 1687906407094,
  ""offset"": 7305,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065387,8,11115227,-0.41
"{
  ""CreateTime"": 1687906408095,
  ""offset"": 7306,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065387,3,11115230,0.16
"{
  ""CreateTime"": 1687906409098,
  ""offset"": 7307,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065387,15,11115228,-0.25
"{
  ""CreateTime"": 1687906410100,
  ""offset"": 7308,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065387,2,11115229,-0.74
"{
  ""CreateTime"": 1687906411102,
  ""offset"": 7309,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065388,3,11115235,-0.87
"{
  ""CreateTime"": 1687906412104,
  ""offset"": 7310,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065388,4,11115234,0.05
"{
  ""CreateTime"": 1687906413105,
  ""offset"": 7311,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065388,51.75,11115232,-0.77
"{
  ""CreateTime"": 1687906414108,
  ""offset"": 7312,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065388,17.25,11115233,-0.56
"{
  ""CreateTime"": 1687906366017,
  ""offset"": 7264,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065369,40,11115185,0.51
"{
  ""CreateTime"": 1687906367019,
  ""offset"": 7265,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065369,6,11115188,0.03
"{
  ""CreateTime"": 1687906368021,
  ""offset"": 7266,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065369,2,11115187,-0.85
"{
  ""CreateTime"": 1687906369022,
  ""offset"": 7267,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065370,10,11115190,0.91
"{
  ""CreateTime"": 1687906370024,
  ""offset"": 7268,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065370,3,11115192,-0.87
"{
  ""CreateTime"": 1687906371026,
  ""offset"": 7269,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065370,8,11115189,0.23
"{
  ""CreateTime"": 1687906372028,
  ""offset"": 7270,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065370,15,11115191,0.48
"{
  ""CreateTime"": 1687906373030,
  ""offset"": 7271,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065371,40,11115193,0.96
"{
  ""CreateTime"": 1687906374032,
  ""offset"": 7272,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065371,9,11115195,0.14
"{
  ""CreateTime"": 1687906375034,
  ""offset"": 7273,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065371,45,11115194,0.39
"{
  ""CreateTime"": 1687906425130,
  ""offset"": 7323,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065393,4,11115248,-0.64
"{
  ""CreateTime"": 1687906426132,
  ""offset"": 7324,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065393,3,11115249,-0.12
"{
  ""CreateTime"": 1687906427134,
  ""offset"": 7325,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065393,51.75,11115247,-0.57
"{
  ""CreateTime"": 1687906428136,
  ""offset"": 7326,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065393,34.5,11115245,0.89
"{
  ""CreateTime"": 1687906429140,
  ""offset"": 7327,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065393,51.75,11115246,-1.00
"{
  ""CreateTime"": 1687906430142,
  ""offset"": 7328,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065394,17.25,11115251,-0.45
"{
  ""CreateTime"": 1687906431144,
  ""offset"": 7329,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065394,34.5,11115252,-0.32
"{
  ""CreateTime"": 1687906432146,
  ""offset"": 7330,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065394,17.25,11115253,0.62
"{
  ""CreateTime"": 1687906433148,
  ""offset"": 7331,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065394,3,11115250,0.97
"{
  ""CreateTime"": 1687906434150,
  ""offset"": 7332,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065395,17.25,11115254,0.88
"{
  ""CreateTime"": 1687906435152,
  ""offset"": 7333,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065396,51.75,11115255,0.44
"{
  ""CreateTime"": 1687906436154,
  ""offset"": 7334,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065397,3,11115256,1.00
"{
  ""CreateTime"": 1687906437156,
  ""offset"": 7335,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065397,51.75,11115257,-0.86
"{
  ""CreateTime"": 1687906438158,
  ""offset"": 7336,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065398,17.25,11115259,-0.22
"{
  ""CreateTime"": 1687906439159,
  ""offset"": 7337,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065398,17.25,11115260,-0.57
"{
  ""CreateTime"": 1687906440161,
  ""offset"": 7338,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065398,3,11115258,-0.45
"{
  ""CreateTime"": 1687906441163,
  ""offset"": 7339,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065399,34.5,11115261,0.08
"{
  ""CreateTime"": 1687906442166,
  ""offset"": 7340,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065400,17.25,11115262,-0.98
"{
  ""CreateTime"": 1687906443168,
  ""offset"": 7341,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065401,3,11115267,-0.44
"{
  ""CreateTime"": 1687906444170,
  ""offset"": 7342,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065401,51.75,11115263,-0.79
"{
  ""CreateTime"": 1687906445171,
  ""offset"": 7343,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065401,3,11115266,0.66
"{
  ""CreateTime"": 1687906446172,
  ""offset"": 7344,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065401,51.75,11115264,-0.40
"{
  ""CreateTime"": 1687906447174,
  ""offset"": 7345,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065401,17.25,11115265,-0.19
"{
  ""CreateTime"": 1687906448175,
  ""offset"": 7346,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065402,17.25,11115268,0.53
"{
  ""CreateTime"": 1687906449177,
  ""offset"": 7347,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065403,69,11115271,0.27
"{
  ""CreateTime"": 1687906450179,
  ""offset"": 7348,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065403,34.5,11115270,-0.87
"{
  ""CreateTime"": 1687906451182,
  ""offset"": 7349,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065403,9,11115269,-0.78
"{
  ""CreateTime"": 1687906452184,
  ""offset"": 7350,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065404,17.25,11115272,-1.00
"{
  ""CreateTime"": 1687906453186,
  ""offset"": 7351,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065405,34.5,11115275,-0.56
"{
  ""CreateTime"": 1687906454188,
  ""offset"": 7352,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065405,34.5,11115273,0.16
"{
  ""CreateTime"": 1687906455190,
  ""offset"": 7353,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065405,17.25,11115274,0.59
"{
  ""CreateTime"": 1687906456192,
  ""offset"": 7354,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065406,3,11115276,-0.18
"{
  ""CreateTime"": 1687906457194,
  ""offset"": 7355,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065406,34.5,11115277,0.80
"{
  ""CreateTime"": 1687906458196,
  ""offset"": 7356,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065406,34.5,11115278,-0.39
"{
  ""CreateTime"": 1687906459199,
  ""offset"": 7357,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065406,17.25,11115279,0.93
"{
  ""CreateTime"": 1687906460202,
  ""offset"": 7358,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065407,17.25,11115280,-0.54
"{
  ""CreateTime"": 1687906461204,
  ""offset"": 7359,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065408,17.25,11115283,0.39
"{
  ""CreateTime"": 1687906462206,
  ""offset"": 7360,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065408,34.5,11115282,0.43
"{
  ""CreateTime"": 1687906463209,
  ""offset"": 7361,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065408,2,11115284,0.86
"{
  ""CreateTime"": 1687906464211,
  ""offset"": 7362,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065408,34.5,11115281,0.65
"{
  ""CreateTime"": 1687906415110,
  ""offset"": 7313,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065388,34.5,11115231,-0.62
"{
  ""CreateTime"": 1687906416112,
  ""offset"": 7314,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065389,3,11115236,-0.40
"{
  ""CreateTime"": 1687906417114,
  ""offset"": 7315,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065389,34.5,11115238,-0.67
"{
  ""CreateTime"": 1687906418117,
  ""offset"": 7316,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065389,17.25,11115237,-0.98
"{
  ""CreateTime"": 1687906419118,
  ""offset"": 7317,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065390,34.5,11115239,-0.38
"{
  ""CreateTime"": 1687906420120,
  ""offset"": 7318,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065390,86.25,11115240,-0.85
"{
  ""CreateTime"": 1687906421122,
  ""offset"": 7319,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065391,17.25,11115241,0.63
"{
  ""CreateTime"": 1687906422124,
  ""offset"": 7320,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065392,34.5,11115244,-0.91
"{
  ""CreateTime"": 1687906423126,
  ""offset"": 7321,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065392,17.25,11115243,-0.01
"{
  ""CreateTime"": 1687906424128,
  ""offset"": 7322,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065392,17.25,11115242,0.57
"{
  ""CreateTime"": 1687906465213,
  ""offset"": 7363,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065408,3,11115285,0.36
"{
  ""CreateTime"": 1687906466215,
  ""offset"": 7364,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065409,34.5,11115286,-0.01
"{
  ""CreateTime"": 1687906467216,
  ""offset"": 7365,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065410,17.25,11115288,0.15
"{
  ""CreateTime"": 1687906468218,
  ""offset"": 7366,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065410,17.25,11115287,-0.04
"{
  ""CreateTime"": 1687906469220,
  ""offset"": 7367,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065410,2,11115289,-0.30
"{
  ""CreateTime"": 1687906470222,
  ""offset"": 7368,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065411,3,11115292,-0.81
"{
  ""CreateTime"": 1687906471224,
  ""offset"": 7369,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065411,34.5,11115291,0.81
"{
  ""CreateTime"": 1687906472226,
  ""offset"": 7370,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065411,17.25,11115290,-0.12
"{
  ""CreateTime"": 1687906473228,
  ""offset"": 7371,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065412,17.25,11115294,0.19
"{
  ""CreateTime"": 1687906474229,
  ""offset"": 7372,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065412,17.25,11115293,-0.02
"{
  ""CreateTime"": 1687906485252,
  ""offset"": 7383,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065418,17.25,11115305,-0.90
"{
  ""CreateTime"": 1687906486254,
  ""offset"": 7384,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065418,6,11115308,-0.96
"{
  ""CreateTime"": 1687906487256,
  ""offset"": 7385,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065418,6,11115307,-0.42
"{
  ""CreateTime"": 1687906488258,
  ""offset"": 7386,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065418,86.25,11115304,0.55
"{
  ""CreateTime"": 1687906489260,
  ""offset"": 7387,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065419,17.25,11115311,0.01
"{
  ""CreateTime"": 1687906490262,
  ""offset"": 7388,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065419,2,11115312,0.77
"{
  ""CreateTime"": 1687906491264,
  ""offset"": 7389,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065419,17.25,11115309,0.28
"{
  ""CreateTime"": 1687906492266,
  ""offset"": 7390,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065419,17.25,11115310,-0.79
"{
  ""CreateTime"": 1687906493267,
  ""offset"": 7391,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065420,17.25,11115313,-0.47
"{
  ""CreateTime"": 1687906494269,
  ""offset"": 7392,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065421,2,11115317,0.49
"{
  ""CreateTime"": 1687906475231,
  ""offset"": 7373,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065412,69,11115295,-0.93
"{
  ""CreateTime"": 1687906476233,
  ""offset"": 7374,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065413,17.25,11115296,0.59
"{
  ""CreateTime"": 1687906477235,
  ""offset"": 7375,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065413,17.25,11115297,-0.56
"{
  ""CreateTime"": 1687906478237,
  ""offset"": 7376,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065414,69,11115299,-0.90
"{
  ""CreateTime"": 1687906479240,
  ""offset"": 7377,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065414,3,11115298,0.24
"{
  ""CreateTime"": 1687906480242,
  ""offset"": 7378,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065415,17.25,11115301,0.92
"{
  ""CreateTime"": 1687906481244,
  ""offset"": 7379,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065415,17.25,11115300,0.05
"{
  ""CreateTime"": 1687906482246,
  ""offset"": 7380,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065416,34.5,11115302,-0.72
"{
  ""CreateTime"": 1687906483249,
  ""offset"": 7381,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065417,51.75,11115303,0.41
"{
  ""CreateTime"": 1687906484250,
  ""offset"": 7382,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065418,2,11115306,0.00
"{
  ""CreateTime"": 1687906495270,
  ""offset"": 7393,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065421,17.25,11115314,0.68
"{
  ""CreateTime"": 1687906496271,
  ""offset"": 7394,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065421,3,11115319,0.28
"{
  ""CreateTime"": 1687906497273,
  ""offset"": 7395,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065421,3,11115318,0.68
"{
  ""CreateTime"": 1687906498275,
  ""offset"": 7396,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065421,34.5,11115315,0.57
"{
  ""CreateTime"": 1687906499277,
  ""offset"": 7397,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065421,51.75,11115316,0.21
"{
  ""CreateTime"": 1687906500279,
  ""offset"": 7398,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065422,17.25,11115320,0.52
"{
  ""CreateTime"": 1687906501281,
  ""offset"": 7399,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065423,17.25,11115321,-0.46
"{
  ""CreateTime"": 1687906502283,
  ""offset"": 7400,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065424,17.25,11115322,0.43
"{
  ""CreateTime"": 1687906503285,
  ""offset"": 7401,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065425,17.25,11115324,0.78
"{
  ""CreateTime"": 1687906504287,
  ""offset"": 7402,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065425,17.25,11115323,-0.18
"{
  ""CreateTime"": 1687906505289,
  ""offset"": 7403,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065426,69,11115325,0.83
"{
  ""CreateTime"": 1687906506291,
  ""offset"": 7404,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065426,17.25,11115327,0.34
"{
  ""CreateTime"": 1687906507293,
  ""offset"": 7405,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065426,34.5,11115326,-0.06
"{
  ""CreateTime"": 1687906508295,
  ""offset"": 7406,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065427,17.25,11115328,-0.52
"{
  ""CreateTime"": 1687906509298,
  ""offset"": 7407,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065427,17.25,11115329,0.42
"{
  ""CreateTime"": 1687906510300,
  ""offset"": 7408,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065428,69,11115330,-0.16
"{
  ""CreateTime"": 1687906511301,
  ""offset"": 7409,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065428,17.25,11115331,-0.86
"{
  ""CreateTime"": 1687906512303,
  ""offset"": 7410,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065428,34.5,11115332,-0.08
"{
  ""CreateTime"": 1687906513306,
  ""offset"": 7411,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065429,17.25,11115333,0.11
"{
  ""CreateTime"": 1687906514308,
  ""offset"": 7412,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065430,17.25,11115336,-0.50
"{
  ""CreateTime"": 1687906525329,
  ""offset"": 7423,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065434,17.25,11115345,-0.08
"{
  ""CreateTime"": 1687906526331,
  ""offset"": 7424,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065435,17.25,11115346,0.25
"{
  ""CreateTime"": 1687906527333,
  ""offset"": 7425,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065436,34.5,11115348,-0.22
"{
  ""CreateTime"": 1687906528335,
  ""offset"": 7426,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065436,17.25,11115347,-0.21
"{
  ""CreateTime"": 1687906529337,
  ""offset"": 7427,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065437,2,11115352,-0.28
"{
  ""CreateTime"": 1687906530339,
  ""offset"": 7428,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065437,3,11115349,0.54
"{
  ""CreateTime"": 1687906531340,
  ""offset"": 7429,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065437,51.75,11115350,-0.53
"{
  ""CreateTime"": 1687906532342,
  ""offset"": 7430,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065437,34.5,11115351,0.06
"{
  ""CreateTime"": 1687906533344,
  ""offset"": 7431,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065438,17.25,11115353,0.21
"{
  ""CreateTime"": 1687906534346,
  ""offset"": 7432,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065438,34.5,11115355,0.59
"{
  ""CreateTime"": 1687906515310,
  ""offset"": 7413,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065430,3,11115334,-0.49
"{
  ""CreateTime"": 1687906516311,
  ""offset"": 7414,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065430,51.75,11115335,0.90
"{
  ""CreateTime"": 1687906517314,
  ""offset"": 7415,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065430,34.5,11115337,-0.94
"{
  ""CreateTime"": 1687906518316,
  ""offset"": 7416,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065431,2,11115341,0.21
"{
  ""CreateTime"": 1687906519318,
  ""offset"": 7417,
  ""partition"": 0,
  ""topic"": ""calls""
}",4065431,34.5,11115340,0.56
